Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
2583790,Murder in the Cathedral,T.S. Eliot,"Eliot, T.S.",,"=""""","=""""",4,3.76,"Harcourt, Brace, and Co.",hardback,88,1938,1936,2013/11/17,2013/11/17,"play, classics","play (#7), classics (#38)",read,"Eliot tried to stay close to the actual historical events.  His Becket is intelligent and cognizant of his own faults, trying to balance his own pride and principles.  And vie against, or succumb to, the sweet temptation of a glorious martyrdom. <br/><br/>I had a couple of quibbles about minor historical inaccuracies early on.  But then I realized that this play wasn't really about Thomas Becket.  It wasn't about political uncertainty and the dread of killing winters in the 12th century.  It was about living in Europe in the 30's watching the rise of Hitler and Mussolini, and fearing the war that was unavoidable.",,,1,,,0,,,,,
130119,An Enquiry Concerning Human Understanding,David Hume,"Hume, David",,"=""1420926993""","=""9781420926996""",3,3.92,Digireads.com,Paperback,96,2006,1748,2013/10/23,2013/09/30,"book-club, classics","book-club (#183), classics (#35)",read,,,,1,,,0,,,,,
9639197,Turn of Mind,Alice LaPlante,"LaPlante, Alice",,"=""0385669852""","=""9780385669856""",4,3.65,Bond Street Books,Hardcover,320,2011,2011,2013/10/22,2013/06/23,"book-club, mystery","book-club (#172), mystery (#106)",read,"I loved it.  I thought it a valiant effort to show the world through the eyes of a woman who is traveling to the place from which no one returns.  And a slow reveal along the way of the complex relationships between her, her family, and her friend.  The mystery was secondary, and little more than a plot device to give the novel something to aim for.  Carolyn disagreed.  She found the portrayal of Jennifer unconvincing, and the mystery element tacked on.  In particular she felt that the change in point-of-view, from first person to second to third, was gimmicky, and the opposite of what really happens in dementia.  On the other hand, the protrayal of Jennifer was convincing to Bruce - enough to terrify him with the prospect that this might be in his future.<br/>",,,1,,,0,,,,,
2754959,Cézanne's Quarry,Barbara Corrado Pope,"Pope, Barbara Corrado",,"=""193364883X""","=""9781933648835""",2,3.51,Pegasus Books,Hardcover,368,2008,2008,2013/10/16,2013/10/16,,,read,"Interesting as a historical novel, giving a glimpse into 19th century rural France. With not particularly interesting characters.  <br/><br/>---------------------SPOILERS BELOW---------------------<br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/>As a mystery, it was pretty lame.  Due to the structure of the novel - having an omniscient narrator relating the thoughts of the judge <i>and</i> the two red herrings - you knew early on that they were no more than red herrings.  And had to sit and wait patiently until the first clues that pointed to the real villain were revealed.",,,1,,,0,,,,,
10503170,"The Big Thirst: The Marvels, Mysteries & Madness Shaping the New Era of Water",Charles Fishman,"Fishman, Charles",,"=""""","=""""",3,3.96,,Kindle Edition,418,,2010,2013/09/26,2013/06/23,book-club,book-club (#171),read,A lot of people didn't finish it.  But those who did found it fascinating.  Except for the repetitive bits.  Without which it would have been refreshingly shorter.  The metaphors were apt and gave you a perspective on the scale of the numbers that he presented.,,,1,,,0,,,,,
9523748,Programming Android,Zigurd Mednieks,"Mednieks, Zigurd","Laird Dornin, G. Blake Meike, Masumi Nakamura","=""1449389694""","=""9781449389697""",3,3.69,O'Reilly Media,Paperback,504,2011,2010,2013/09/04,2013/07/29,reference,reference (#7),read,"A good overview.<br/><br/>The instructions for setting up the build environment are already obsolete.  In the second edition.  Of an e-book.  <br/><br/>But once I'd figured that part out I was able to (virtually) leaf through the book to aid me figuring out the structure of the app that I'd chosen to debug.  And, eventually, to creating my own android app, from setting up the directory structure to signing the app for release.",,,1,,,0,,,,,
27208,The Third Policeman,Flann O'Brien,"O'Brien, Flann",Denis Donoghue,"=""156478214X""","=""9781564782144""",0,4.00,Dalkey Archive Press,Paperback,200,1999,1967,2013/08/28,2013/08/07,book-club,book-club (#181),read,"A surreal book.  Made even more surreal for me, because something had gone wrong in the ripping and I'd lost a chunk of the book, from the spot where the narrator returns to Mather's house after escaping from the cops to where he and Divney walk back into the police barracks.  So I utterly missed the third policeman, stationed in the chinks of Mather's house, and the exposition by Divney that the narrator is actually dead, having been blown to smithereens on his first visit to Mather's house.  So while I thought him walking around in a dream, he was actually walking around dead.<br/><br/>None of which, of course, makes any sense.  Why would Joe be hanging around a dead man?  Unless Joe was all that was left of the narrator.   But then how could the narrator still exist to hang around Joe?   And what's the point of having the cops take him to visit the heavenly 'eternity' if he's really in hell?  Or purgatory?  Or limbo?  Maybe just to torment him further.  Because you can foresee that he, and now Divney, are going to be going through this travail, over and over again.  For eternity.",true,,1,,,0,,,,,
15654504,Hildegard Von Bingen - Lieder: Riesencodex (HS. 2) Der Hessischen Landesbibliothek Wiesbaden Fol. 466 Bis 481v,Hildegard of Bingen,"Bingen, Hildegard of",,"=""389500037X""","=""9783895000379""",0,4.00,Dr Ludwig Reichert,Hardcover,86,1998,1996,,2013/06/09,reference,reference (#6),read,,,,1,,,1,,,unspecified,,
5317572,Telling Memories Among Southern Women: Domestic Workers and Their Employers in the Segregated South,Susan Tucker,"Tucker, Susan",,"=""080712799X""","=""9780807127995""",3,3.87,Louisiana State University Press,Paperback,279,2002,1988,2013/08/03,2013/07/08,,,read,"This is the book that Kathryn Stockett used for research for The Help.  And a model for the book that Skeeter and the maids wrote in that book.  Except.   The actual book interviewed both black maids and white employers.  And it was written in the 80's, when the way of life it describes was mostly dead and gone.  Some of the white women, with the benefit of hindsight, reflected on their days of employing (exploiting?) maids with unease.  But many viewed those days with nostalgia, as a time when everyone lived in harmony.  The black women - not so much.  Granted, there was often affection on both sides.  But it was a sorely unequal relationship, with the black woman scraping by on a pittance, eked out by the gift of their employer's discards and leavings.",,,1,,,0,,,,,
5971165,"The White Queen (The Plantagenet and Tudor Novels, #2; The Cousins War #1)",Philippa Gregory,"Gregory, Philippa",,"=""1416563687""","=""9781416563686""",0,3.93,Atria Books,Hardcover,415,2009,2009,,2013/08/02,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
1124499,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,"Christie, Agatha",,"=""0425173755""","=""9780425173756""",3,4.17,Berkley,Paperback,245,2000,1934,,2013/07/27,,,read,,,,1,,,0,,,,,
337615,Nine Parts of Desire: The Hidden World of Islamic Women,Geraldine Brooks,"Brooks, Geraldine",,"=""0385475772""","=""9780385475778""",4,4.04,Anchor,Paperback,255,1995,1994,,2013/07/27,,,read,,,,1,,,0,,,,,
402093,"Shōgun (Asian Saga, #1)",James Clavell,"Clavell, James",,"=""0440178002""","=""9780440178002""",3,4.39,Dell,Paperback,1152,2009,1975,,2013/07/27,,,read,,,,1,,,0,,,,,
107430,The Road from Coorain,Jill Ker Conway,"Conway, Jill Ker",,"=""0679724362""","=""9780679724360""",0,4.05,Vintage,Paperback,238,1990,1989,,2013/07/27,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
321552,The Agony and the Ecstasy,Irving Stone,"Stone, Irving",,"=""0451171357""","=""9780451171351""",4,4.07,Signet,Mass Market Paperback,776,1961,1958,,2013/07/27,,,read,,,,1,,,0,,,,,
292408,Angle of Repose,Wallace Stegner,"Stegner, Wallace",,"=""0140169300""","=""9780140169300""",5,4.25,Penguin,Paperback,569,1992,1971,,2013/07/27,,,read,,,,1,,,0,,,,,
5797,Vanity Fair,William Makepeace Thackeray,"Thackeray, William Makepeace",John Carey,"=""0141439831""","=""9780141439839""",4,3.79,Penguin Books,Paperback,867,2003,1848,,2013/07/27,,,read,,,,1,,,0,,,,,
6150,"Cry, the Beloved Country",Alan Paton,"Paton, Alan",,"=""074326195X""","=""9780743261951""",4,3.90,Scribner,Hardcover,316,2003,1948,,2013/07/27,,,read,,,,1,,,0,,,,,
16981,Invisible Man,Ralph Ellison,"Ellison, Ralph",,"=""""","=""""",4,3.88,Vintage,Paperback,581,1995,1952,,2013/07/27,,,read,,,,1,,,0,,,,,
12296,The Scarlet Letter,Nathaniel Hawthorne,"Hawthorne, Nathaniel","Thomas E. Connolly, Nina Baym","=""0142437263""","=""9780142437261""",4,3.41,Penguin Books,Paperback,279,2003,1850,,2013/07/27,,,read,,,,1,,,0,,,,,
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""0156030306""","=""9780156030304""",4,4.14,Harvest Books,Paperback,311,2005,1966,,2013/07/27,,,read,,,,1,,,0,,,,,
17841,Foucault's Pendulum,Umberto Eco,"Eco, Umberto",William Weaver,"=""015603297X""","=""9780156032971""",4,3.89,Mariner Books,Paperback,623,2007,1988,,2013/07/27,,,read,,,,1,,,0,,,,,
192893,"Whose Body?  (Lord Peter Wimsey, #1)",Dorothy L. Sayers,"Sayers, Dorothy L.",,"=""0061043575""","=""9780061043574""",4,3.88,HarperTorch,Paperback,212,1995,1923,,2013/05/21,mystery,mystery (#70),read,,,,1,,,0,,,,,
15888,An Instance of the Fingerpost,Iain Pears,"Pears, Iain",,"=""1573227951""","=""9781573227957""",4,3.94,Riverhead Books,Paperback,691,2000,1997,,2013/07/27,,,read,,,,1,,,0,,,,,
37100,"Devil in a Blue Dress (Easy Rawlins, #1)",Walter Mosley,"Mosley, Walter",,"=""""","=""""",3,3.89,Washington Square Press,Paperback,263,2002,1990,,2013/07/27,,,read,,,,1,,,0,,,,,
77142,Snow Falling on Cedars,David Guterson,"Guterson, David",,"=""067976402X""","=""9780679764021""",4,3.84,Vintage,Paperback,460,1995,1994,,2013/07/27,,,read,,,,1,,,0,,,,,
365307,"An Unsuitable Job for a Woman (Cordelia Gray, #1)",P.D. James,"James, P.D.",,"=""0743219554""","=""9780743219556""",3,3.83,Scribner,Paperback,256,2001,1972,,2013/07/27,,,read,,,,1,,,0,,,,,
124509,Smilla's Sense of Snow,Peter Høeg,"Høeg, Peter",Tiina Nunnally,"=""0385315147""","=""9780385315142""",4,3.74,Delta,Paperback,469,1995,1992,,2013/07/27,,,read,,,,1,,,0,,,,,
7144,Crime and Punishment,Fyodor Dostoyevsky,"Dostoyevsky, Fyodor",David McDuff,"=""0143058142""","=""9780143058144""",5,4.22,Penguin,Paperback,671,2002,1866,,2013/07/27,,,read,,,,1,,,0,,,,,
11713,The English Patient,Michael Ondaatje,"Ondaatje, Michael",,"=""0771068719""","=""9780771068713""",3,3.88,McClelland & Stewart,Hardcover,320,2006,1992,,2013/07/27,,,read,,,,1,,,0,,,,,
5148,A Separate Peace,John Knowles,"Knowles, John",David Levithan,"=""0743253973""","=""9780743253970""",4,3.58,Scribner,Paperback,208,2003,1959,,2013/07/27,,,read,,,,1,,,0,,,,,
18131,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""0440498058""","=""9780440498056""",3,4.00,Yearling Books,Paperback,211,1973,1962,,2013/07/27,,,read,,,,1,,,0,,,,,
227463,A Clockwork Orange,Anthony Burgess,"Burgess, Anthony",,"=""0393312836""","=""9780393312836""",3,3.99,W. W. Norton & Company,Paperback,192,1986,1962,,2013/07/27,,,read,,,,1,,,0,,,,,
2122,The Fountainhead,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""0451191153""","=""9780451191151""",3,3.87,Signet Book,Mass Market Paperback,704,1996,1943,,2013/07/27,,,read,,,,1,,,0,,,,,
15823480,Anna Karenina,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude, George Gibian","=""""","=""""",5,4.05,Vintage,Paperback,964,2012,1877,,2013/07/27,,,read,,,,1,,,0,,,,,
359770,House of Sand and Fog,Andre Dubus III,"III, Andre Dubus",,"=""0375727345""","=""9780375727344""",3,3.85,Vintage Contemporaries,paperback,365,2000,1999,,2013/07/27,book-club,book-club (#178),read,,,,1,,,0,,,,,
41193,A Thousand Acres,Jane Smiley,"Smiley, Jane",,"=""1400033837""","=""9781400033836""",4,3.81,Anchor,Paperback,371,2003,1991,,2013/07/27,,,read,,,,1,,,0,,,,,
10920,Cold Mountain,Charles Frazier,"Frazier, Charles",,"=""0802142842""","=""9780802142849""",2,3.86,Grove Press,Paperback,356,2006,1997,,2013/07/27,,,read,,,,1,,,0,,,,,
76620,"Watership Down (Watership Down, #1)",Richard  Adams,"Adams, Richard",,"=""038039586X""","=""9780380395866""",3,4.06,Avon Books,Mass Market Paperback,478,1975,1972,,2013/07/27,,,read,,,,1,,,0,,,,,
24687,Don't Let's Go to the Dogs Tonight: An African Childhood,Alexandra Fuller,"Fuller, Alexandra",,"=""""","=""""",2,3.97,Random House Trade Paperbacks,Paperback,315,2003,2001,,2013/07/27,,,read,,,,1,,,0,,,,,
6185,Wuthering Heights,Emily Brontë,"Brontë, Emily","Richard J. Dunn, David Timson, Charlotte Brontë, Robert Heindel","=""0393978893""","=""9780393978896""",4,3.86,Norton,Paperback,464,2002,1847,,2013/07/27,,,read,,,,1,,,0,,,,,
77661,"The Daughter of Time (Inspector Alan Grant, #5)",Josephine Tey,"Tey, Josephine",,"=""""","=""""",4,3.92,Scribner,Paperback,206,1995,1951,,2013/07/27,,,read,,,,1,,,0,,,,,
11507,My Name Is Asher Lev,Chaim Potok,"Potok, Chaim",,"=""1400031044""","=""9781400031047""",4,4.21,Anchor,Paperback,369,2003,1972,,2013/07/27,,,read,,,,1,,,0,,,,,
6149,Beloved,Toni Morrison,"Morrison, Toni",,"=""1400033411""","=""9781400033416""",4,3.86,Vintage,Paperback,324,2004,1987,,2013/07/27,,,read,,,,1,,,0,,,,,
662,Atlas Shrugged,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""0452011876""","=""9780452011878""",3,3.69,Plume,Paperback,1168,1999,1957,,2013/07/27,,,read,,,,1,,,0,,,,,
11486,The Color Purple,Alice Walker,"Walker, Alice",,"=""0671727796""","=""9780671727796""",3,4.22,Pocket,Paperback,295,2004,1982,,2013/07/27,,,read,,,,1,,,0,,,,,
4395,The Grapes of Wrath,John Steinbeck,"Steinbeck, John",,"=""""","=""""",4,3.97,Penguin Books,Paperback,455,2002,1939,,2013/07/27,,,read,,,,1,,,0,,,,,
7937843,Room,Emma Donoghue,"Donoghue, Emma",,"=""""","=""""",0,4.06,"Little, Brown and Company",Hardcover,321,2010,2010,,2013/07/27,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
5890,The Woman in White,Wilkie Collins,"Collins, Wilkie",Matthew Sweet,"=""0141439610""","=""9780141439617""",2,3.99,Penguin Classics,Paperback,672,2003,1859,,2013/07/27,,,read,,,,1,,,0,,,,,
8378089,Victorian Short Stories: Stories of Courtship,W.S. Gilbert,"Gilbert, W.S.","Anthony Trollope, Hubert Crackanthorpe, George Egerton, Israel Zangwill","=""""","=""""",0,3.20,,Kindle Edition,,,2006,2013/07/26,2013/06/26,,,read,,,,1,,,0,,,,,
436569,The Devil's Race-Track: Mark Twain's Great Dark Writings,Mark Twain,"Twain, Mark",John S. Tuckey,"=""0520238931""","=""9780520238930""",0,4.01,University of California Press,Paperback,405,2005,1980,,2013/07/15,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
73574,Lud-in-the-Mist,Hope Mirrlees,"Mirrlees, Hope","Neil Gaiman, Douglas A. Anderson","=""1593600410""","=""9781593600419""",0,3.86,Cold Spring Press,Paperback,239,2005,1926,,2013/07/15,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
3805,The Corrections,Jonathan Franzen,"Franzen, Jonathan",,"=""1841156736""","=""9781841156736""",0,3.80,Fourth Estate Paperbacks,Paperback,653,2002,2001,,2013/07/12,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
28923,When We Were Orphans,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""0571225403""","=""9780571225408""",0,3.50,Faber & Faber,Paperback,320,2007,2000,,2013/07/12,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
46164,Tender Is the Night,F. Scott Fitzgerald,"Fitzgerald, F. Scott",Amor Towles,"=""068480154X""","=""9780684801544""",0,3.81,Scribner,Paperback,315,1995,1934,,2013/07/12,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
22289,"Fugitives and Refugees: A Walk in Portland, Oregon",Chuck Palahniuk,"Palahniuk, Chuck",,"=""1400047838""","=""9781400047833""",0,3.51,Crown Journeys/Crown Publishers/Crown Publishing Group/Random House,Hardcover,176,2003,2003,,2013/07/08,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
6425725,Sense and Sensibility and Sea Monsters,Ben H. Winters,"Winters, Ben H.",Jane Austen,"=""1594744424""","=""9781594744426""",3,3.27,Quirk Books,Paperback,340,2009,2009,2013/07/06,2013/07/07,,,read,"Jane Austen's novel of manners, prised open and then chinked with steampunk battles with sea monsters and pirates.  A fun read.  But I feel no need to repeat the exercise.",,,1,,,0,,,,,
119073,The Name of the Rose,Umberto Eco,"Eco, Umberto",William Weaver,"=""0156001314""","=""9780156001311""",4,4.12,Harvest Books,Paperback,536,1994,1980,,2013/07/06,books-about-books,books-about-books (#20),read,,,,1,,,0,,,,,
1232,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",Lucia Graves,"=""""","=""""",0,4.27,Penguin Books,Paperback,487,2005,2001,,2013/07/06,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
13538873,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",Robin Sloan,"Sloan, Robin",,"=""0374214913""","=""9780374214913""",4,3.74,"Farrar, Straus and Giroux",Hardcover,288,2012,2012,2013/07/06,2013/05/29,"mystery, books-about-books","mystery (#105), books-about-books (#19)",read,Books <i>and</i> geeks.  What's not to love?,,,1,,,0,,,,,
40440,The Thirteenth Tale,Diane Setterfield,"Setterfield, Diane",,"=""0743298020""","=""9780743298025""",3,3.96,Atria Books,Hardcover,406,2006,2006,2013/04/20,2013/05/21,"mystery, books-about-books","mystery (#22), books-about-books (#17)",read,"A mystery, set sometime in the twentieth century, whose protagonists are lovers of literature, 19th-century novels in particular.",,,1,,,0,,,,,
9271896,The Tragedy of Arthur,Arthur Phillips,"Phillips, Arthur",,"=""1400066476""","=""9781400066476""",3,3.44,Random House,Hardcover,368,2011,2011,2013/02/23,2013/05/21,books-about-books,books-about-books (#16),read,"The 'novel' only takes up the first 3/4 of the book.  To be precise, it's the introduction to a new-found play by Shakespeare, explaining that the play in question is a blatant forgery. What's left over is the play itself - a fictional rendering of a forgery of a heretofore undiscovered Shakespeare play. Leaving us to decide how well Phillips can fake Shakespeare.",,,1,,,0,,,,,
3176194,People of the Book,Geraldine Brooks,"Brooks, Geraldine",,"=""0732280370""","=""9780732280376""",3,4.03,Fourth Estate,Paperback,385,2008,2008,2009/09/22,2008/04/12,"book-club, books-about-books","book-club (#74), books-about-books (#4)",read,"In general, it was a good read. It held your attention - a real page turner. (Even Bruce liked it!) There were both pluses and minuses for the structure, of the story of the book going backwards as Hannah's enveloping tale moved forward. Same for the love story part of it. But it was well-researched and interesting, and gave you a good feel for the time period of each of the stories. (Although I'm still mad at Brooks for placing 15th century Seville under Muslim control.)",,,1,,,0,,,,,
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""0375831002""","=""9780375831003""",4,4.37,Alfred A. Knopf,Hardcover,552,2006,2005,2012/04/10,2008/06/27,"book-club, books-about-books","book-club (#140), books-about-books (#6)",read,"Yet another YA book, that is reportedly hugely popular among the teenagers.  But this one works well for adults too.   We found the use of Death as a narrator intriguing and effective.  He was the ultimate outsider, but intimately privy to the best, and worst, of humanity.  Horribly overworked and yet striving to be tender with his most innocent charges.  The characters were well-drawn, and surprisingly sympathetic and we found ourselves caring about them.",,,1,,,0,,,,,
471512,"Bimbos of the Death Sun (Jay Omega, #1)",Sharyn McCrumb,"McCrumb, Sharyn",,"=""0345483022""","=""9780345483027""",4,3.71,Ballantine Books,Mass Market Paperback,212,1996,1987,,2008/07/19,"mystery, books-about-books","mystery (#10), books-about-books (#7)",read,,,,1,,,0,,,,,
7998632,A Novel Bookstore,Laurence Cossé,"Cossé, Laurence",Alison Anderson,"=""1933372826""","=""9781933372822""",3,3.51,Europa Editions,Paperback,416,2010,2009,2011/03/26,2013/05/16,books-about-books,books-about-books (#14),read,"Not really a mystery, nor a romance. Most of the love and passion in the book was actually directed at literature, rather than people. Actually a fantasy in a way, in which literature is so important that it can excite murder.",,,1,,,0,,,,,
27001,The Well of Lost Plots (Thursday Next #3),Jasper Fforde,"Fforde, Jasper",,"=""0143034359""","=""9780143034353""",4,4.10,Penguin Books,Paperback,375,2004,2004,2008/01/01,2013/05/13,books-about-books,books-about-books (#10),read,,,,1,,,0,,,,,
2728527,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,"Shaffer, Mary Ann",Annie Barrows,"=""0385340990""","=""9780385340991""",3,4.17,The Dial Press,Hardcover,277,2008,2008,2011/02/26,2013/05/16,books-about-books,books-about-books (#13),read,"It's a sweet book. It starts out as a treatise on how the love of literature can spring up in the unlikeliest places, for the unlikeliest reasons. Then it becomes a series of harrowing vignettes on life in occupied Europe during WWII. And finally a simple love story, in which everyone involved is absolutely blind to the existence of the two star-crossed lovers. ",,,1,,,0,,,,,
9838,The Bookseller of Kabul,Åsne Seierstad,"Seierstad, Åsne",Ingrid Christopherson,"=""0316159417""","=""9780316159418""",4,3.77,"Little, Brown and Company",Paperback,288,2004,2002,2005/10/11,2008/03/29,"book-club, books-about-books","book-club (#37), books-about-books (#1)",read,"Some new people, including one person from the Friends of the Library plugging the upcoming library discard sale. Everyone enjoyed the book, to the point of finding it fascinating. Part of its appeal is the fact that it opens a door on a world that is totally alien to us, and part is because it shows a world (that of the family) that is so familiar.",,,1,,,0,,,,,
525867,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,"Nafisi, Azar",,"=""0375504907""","=""9780375504907""",4,3.61,Random House,Hardcover,343,2003,2003,2005/01/11,2008/03/29,"book-club, books-about-books","book-club (#5), books-about-books (#2)",read,"A small group, talking fervently until they kicked us out at 8. There were the inevitable parallels between Iran in the 80's and the US now. And after we got that out of our systems we went on to discuss how well her four featured novels resonated with what was happening in Iran. How many of the books in her bibliography we had read, and which ones we wanted to re-read now. And in the end, we decided to read 'Daisy Miller' for next second Tuesday instead of (in addition to?) 'House on Mango Street', which is reputed to be fairly lightweight. (And did she have an affair with her magician?)",,,1,,,0,,,,,
27002,"First Among Sequels (Thursday Next, #5)",Jasper Fforde,"Fforde, Jasper",,"=""0670038717""","=""9780670038718""",4,4.02,Viking Adult,Hardcover,363,2007,2007,2010/02/21,2013/05/13,books-about-books,books-about-books (#11),read,,,,1,,,0,,,,,
8131227,"One of Our Thursdays Is Missing (Thursday Next, #6)",Jasper Fforde,"Fforde, Jasper",,"=""1456123688""","=""9781456123680""",4,3.96,Viking Adult,Hardcover,362,2011,2011,2011/08/20,2013/05/13,books-about-books,books-about-books (#12),read,,,,1,,,0,,,,,
480712,Ex-Libris,Ross King,"King, Ross",,"=""0142000809""","=""9780142000809""",3,3.25,Penguin Books,Paperback,392,2002,1998,2007/03/27,2008/03/29,"book-club, mystery, books-about-books","book-club (#52), mystery (#2), books-about-books (#3)",read,"A generally favorable impression. Quibbles were the book's DanBrownishness, and the sometimes jarring transistions between 1st and 3rd person. What was appreciated was King's acceptance of the intelligence of his readers, and the great sense of place in the book. (I had found some prints of Nonsuch House on the internet and brought them to the meeting. It was surprising to me how big it was - four stories tall and completely overarching London Bridge, and extending far past the width of the bridge.)",,,1,,,0,,,,,
1096390,The Uncommon Reader,Alan Bennett,"Bennett, Alan",,"=""0374280967""","=""9780374280963""",4,3.79,"Farrar, Straus and Giroux",Hardcover,120,2007,2007,2009/07/05,2008/11/26,books-about-books,books-about-books (#8),read,"A charming little book, probably beloved by librarians around the world.",,,1,,,0,,,,,
733462,An Arsonist's Guide to Writers' Homes in New England,Brock Clarke,"Clarke, Brock",,"=""1565125517""","=""9781565125513""",1,2.97,Algonquin Books,Hardcover,305,2007,2007,2011/08/23,2013/05/17,books-about-books,books-about-books (#15),read,I suspect that it was supposed to be a parody of the effect of literature on contemporary Americans. But the book (the first part of it anyway) came out as merely silly. I'm afraid that Fforde does literary jokes much better. And the last part of the book ended up as utterly morbid. ,,,1,,,0,,,,,
27000,"Lost in a Good Book (Thursday Next, #2)",Jasper Fforde,"Fforde, Jasper",,"=""0142004030""","=""9780142004036""",4,4.14,Penguin Books,Paperback,399,2004,2002,2008/01/01,2013/05/13,books-about-books,books-about-books (#9),read,,,,1,,,0,,,,,
26999,"Something Rotten (Thursday Next, #4)",Jasper Fforde,"Fforde, Jasper",,"=""014303541X""","=""9780143035411""",4,4.16,Penguin Books,Paperback,385,2005,2004,2009/08/08,2008/04/12,books-about-books,books-about-books (#5),read,As wonderful and witty as the rest of the Thursday Next novels. And as confusing.,,,1,,,0,,,,,
4473,A Prayer for Owen Meany,John Irving,"Irving, John",,"=""0552135399""","=""9780552135399""",5,4.23,Black Swan,Paperback,637,1990,1989,,2013/05/29,book-club,book-club (#167),read,,,,1,,,0,,,,,
6240926,Destiny Disrupted: A History of the World Through Islamic Eyes,Tamim Ansary,"Ansary, Tamim",,"=""1433272261""","=""9781433272264""",4,4.37,Blackstone Audio,Audio CD,,2009,2009,2013/06/29,2013/06/08,,,read,"An interesting book, viewing the history of the world from the other side of the giant gulf - from the Muslim viewpoint.  I was struck by how much the religion has evolved (but, oddly, with each change touted as a return to its forgotten origins), much as Christianity has, and I now wonder if this is a standard course of any religion.  He posited that the rise of the West had more to do with luck than anything else - that the Renaissance and the Enlightenment didn't happen in the Middle World simply because it was composed of stable and powerful empires at the time, and that they neither needed nor wanted the associated upheaval.  Our collective recent history comes across as a series of hideous mistakes and miscalculations, with a trail of unintended consequences.  But I wonder if anything we had done could have been acceptable, once the West gained mastery over the Muslim world.<br/><br/>One caveat.  When the author discussed events, in the West, that I knew something about, I noticed a tendency to over-generalize and leave bits out.  I assume that he was doing the same in the rest of the book.  But then, how else could you conceivably fit a history of the world into a single volume?",,,1,,,0,,,,,
44936,Refactoring: Improving the Design of Existing Code,Martin Fowler,"Fowler, Martin","Kent Beck, Don Roberts, Erich Gamma","=""0201485672""","=""9780201485677""",0,4.25,Addison-Wesley Professional,Hardcover,431,1999,1999,,2013/06/28,"to-read, work","to-read (#21), work (#4)",to-read,,,,0,,,0,,,,,
106728,The Timeless Way of Building,Christopher W. Alexander,"Alexander, Christopher W.",,"=""0195024028""","=""9780195024029""",0,4.34,"Oxford University Press, USA",Hardcover,552,1979,1978,,2013/06/25,"to-read, work","to-read (#20), work (#3)",to-read,,,,0,,,0,,,,,
10127019,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Eric Ries,"Ries, Eric",,"=""0307887898""","=""9780307887894""",3,4.09,Currency,Hardcover,299,2011,2011,2013/06/21,2013/06/12,work,work (#2),read,"An interesting read, with insights that might be useful in stirring innovation in either a startup or an established business.  Yes, there is quite a bit of padding in the form of case studies and anecdotes.  Anyone who wants to cut straight to the chase without the bother of examples might be better off reading one of the published summaries.<br/><br/>A possible downside is that, unlike some of the books about some of the other agile methodologies, it merely gives suggestions and things to watch out for.  It doesn't attempt to be a recipe book, giving you a list of steps to follow that will give you agility without having to think too much about it.",,,1,,,0,,,,,
44919,Working Effectively with Legacy Code,Michael C. Feathers,"Feathers, Michael C.",,"=""0131177052""","=""0076092025986""",0,4.14,Pearson,Paperback,464,2004,2004,,2013/06/28,"to-read, work","to-read (#22), work (#1)",to-read,,,,0,,,0,,,,,
5051636,Singing Early Music: The Pronunciation of European Languages in the Late Middle Ages and Renaissance,Timothy J. McGee,"McGee, Timothy J.",A.G. Rigg,"=""0253329612""","=""9780253329615""",5,4.63,Indiana University Press,Hardcover,299,1996,1996,2013/06/17,2013/06/09,reference,reference (#1),read,,,,1,,,1,,,unspecified,,
