Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,"=""""","=""""",5,3.89,Penguin,Paperback,331,1995,1955,,2013/05/29,,,read,,,,1,,,0,,,,,
930,Memoirs of a Geisha,Arthur Golden,"Golden, Arthur",,"=""0739326228""","=""9780739326220""",0,4.12,Random House Large Print Publishing,Hardcover,434,2005,1997,,2013/06/12,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""""","=""""",5,4.08,Harper,Hardcover,417,2003,1967,,2013/06/12,,,read,,,,1,,,0,,,,,
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",4,3.81,Back Bay Books,Paperback,277,2001,1951,,2013/05/29,,,read,,,,1,,,0,,,,,
10464963,The Buddha in the Attic,Julie Otsuka,"Otsuka, Julie",,"=""0307700003""","=""9780307700001""",4,3.63,Knopf,Hardcover,129,2011,2011,2013/06/11,2013/05/29,book-club,book-club (#164),read,"A novel, sort of, narrated in the first person plural, following a group of Japanese picture brides from their sea voyage, through marriage, motherhood, and labor, up to the point of the internment.  The narrative flowed from woman to woman, doling out only a sentence or two before moving on to the next character.  Most of the women were named, but it was impossible to pick out the threads of individual stories braided throughout the story, leaving you with the feeling of a single collective narrator.  (Which, as Courtney pointed out, is much the way that the Japanese think of themselves - as a group rather than a collection of individuals.)<br/><br/>Then came Pearl Harbor, and the tenor changed.  The style continued as before, with each sentence contradicting the one before it.  But now, instead of each one detailing the experiences of a different woman, they listed the various rumors swirling about the group, scattered throughout the cities and farms of California.  And soon to become a physical collective again, although far from the ocean where they started their journey.",,,1,,,0,,,,,
1772717,Symphonia: A Critical Edition of the Symphonia Armonie Celestium Revelationum (Symphony of the Harmony of Celestial Revelations),Hildegard of Bingen,"Bingen, Hildegard of",,"=""0801485479""","=""9780801485473""",0,4.18,Cornell University Press,Paperback,344,1998,1988,,2013/06/09,reference,reference (#5),read,,,,1,,,1,,,unspecified,,
225778,The English And Scottish Popular Ballads,Francis James Child,"Child, Francis James",,"=""0486431509""","=""9780486431505""",0,4.67,Dover Publications,Paperback,,2003,1932,,2013/06/09,reference,reference (#4),read,,,,1,,,1,,,unspecified,,
10150860,Traditional Tunes Of The Child Ballads,Bertrand Bronson,"Bronson, Bertrand",,"=""0685230961""","=""9780685230961""",0,5.00,,,,,,,2013/06/09,reference,reference (#3),read,,,,1,,,1,,,unspecified,,
1404343,The Complete Works of William Billings,William Billings,"Billings, William",,"=""0813908396""","=""9780813908397""",0,0.0,University of Virginia Press,Hardcover,362,1977,1977,,2013/06/09,reference,reference (#2),read,,,,1,,,1,,,unspecified,,
6276412,Masterpieces of Medieval Literature,Timothy B. Shutt,"Shutt, Timothy B.",,"=""1419377892""","=""9781419377891""",4,3.88,Recorded Books,Audio CD,,2005,,2013/06/02,2013/05/20,,,read,A painless way to learn.  Filled in some gaps in my knowledge by listening on my phone while running around town.,,,1,,,0,,,,,
27252,Pope Joan,Donna Woolfolk Cross,"Cross, Donna Woolfolk",,"=""0345416260""","=""9780345416261""",0,4.08,Ballantine Books (NY),Paperback,422,2009,1996,,2013/05/29,,,read,,,,1,,,0,,,,,
6867,Atonement,Ian McEwan,"McEwan, Ian",,"=""038572179X""","=""9780385721790""",0,3.91,Anchor Books,Paperback,351,2003,2001,,2013/05/29,book-club,book-club (#165),read,,,,1,,,0,,,,,
38447,"The Handmaid's Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",0,4.11,Anchor Books,Paperback,314,1998,1985,,2013/05/29,,,read,,,,1,,,0,,,,,
95186,The Inheritance of Loss,Kiran Desai,"Desai, Kiran",,"=""0802142818""","=""9780802142818""",3,3.43,Grove Press,Paperback,357,2005,2005,2013/05/28,2013/05/16,book-club,book-club (#163),read,"A novel that somehow manages to be both humorous, and depressing.  The writing was excellent - poetry almost, or an embroidery of the setting.  The characters, not so much.  They felt like stock characters that never grew or developed.  None of them were particularly likable - indeed they ranged from clueless and naive to downright nauseating. But it's possible that this novel was never intended to be about the characters themselves, but more the setting - a depiction of a particular place and time.  And one that was utterly foreign to all of us.  ",,,1,,,0,,,,,
847861,"A Rare Benedictine (Chronicles of Brother Cadfael, prequel stories 0.1-0.3)",Ellis Peters,"Peters, Ellis",,"=""0446400882""","=""9780446400886""",0,4.06,Mysterious Press,Mass Market Paperback,150,1991,1988,,2013/05/21,mystery,mystery (#104),read,,,,1,,,0,,,,,
138326,"Brother Cadfael's Penance (Chronicles of Brother Cadfael, #20)",Ellis Peters,"Peters, Ellis",,"=""0446404535""","=""9780446404532""",0,4.25,Mysterious Press,Paperback,255,1996,1994,,2013/05/21,mystery,mystery (#103),read,,,,1,,,0,,,,,
823123,"The Holy Thief (Chronicles of Brother Cadfael, #19)",Ellis Peters,"Peters, Ellis",,"=""0446403636""","=""9780446403634""",0,4.10,Mysterious Press,Paperback,237,1994,1992,,2013/05/21,mystery,mystery (#102),read,,,,1,,,0,,,,,
751769,"The Summer of the Danes (Chronicles of Brother Cadfael, #18)",Ellis Peters,"Peters, Ellis",,"=""0446400181""","=""9780446400183""",0,4.06,Mysterious Press,Mass Market Paperback,245,1992,1991,,2013/05/21,mystery,mystery (#101),read,,,,1,,,0,,,,,
751753,"The Potter's Field (Chronicles of Brother Cadfael, #17)",Ellis Peters,"Peters, Ellis",,"=""0446400580""","=""9780446400589""",0,4.13,Mysterious Press,Paperback,217,1991,1989,,2013/05/21,mystery,mystery (#100),read,,,,1,,,0,,,,,
138325,"The Heretic's Apprentice (Chronicles of Brother Cadfael, #16)",Ellis Peters,"Peters, Ellis",,"=""0446400009""","=""9780446400008""",0,4.13,Mysterious Press,Paperback,250,1991,1989,,2013/05/21,mystery,mystery (#99),read,,,,1,,,0,,,,,
87600,"The Confession of Brother Haluin (Chronicles of Brother Cadfael, #15)",Ellis Peters,"Peters, Ellis",,"=""0751511153""","=""9780751511154""",0,4.10,Warner Books (NY),Paperback,205,2001,1988,,2013/05/21,mystery,mystery (#98),read,,,,1,,,0,,,,,
131697,"The Hermit of Eyton Forest (Chronicles of Brother Cadfael, #14)",Ellis Peters,"Peters, Ellis",,"=""0751511145""","=""9780751511147""",0,4.08,Sphere,Mass Market Paperback,224,1994,1987,,2013/05/21,mystery,mystery (#97),read,,,,1,,,0,,,,,
410047,"The Rose Rent (Chronicles of Brother Cadfael, #13)",Ellis Peters,"Peters, Ellis",,"=""0446405337""","=""9780446405331""",0,4.14,Mysterious Press,Paperback,240,1997,1986,,2013/05/21,mystery,mystery (#96),read,,,,1,,,0,,,,,
264155,"The Raven in the Foregate (Chronicles of Brother Cadfael, #12)",Ellis Peters,"Peters, Ellis",,"=""0446405345""","=""9780446405348""",0,4.06,Mysterious Press,Paperback,228,1997,1986,,2013/05/21,mystery,mystery (#95),read,,,,1,,,0,,,,,
447892,"An Excellent Mystery (Chronicles of Brother Cadfael, #11)",Ellis Peters,"Peters, Ellis",,"=""0446405329""","=""9780446405324""",0,4.17,Mysterious Press,Paperback,224,1997,1985,,2013/05/21,mystery,mystery (#94),read,,,,1,,,0,,,,,
218977,"The Pilgrim of Hate (Chronicles of Brother Cadfael, #10)",Ellis Peters,"Peters, Ellis",,"=""0446405310""","=""9780446405317""",0,4.07,Mysterious Press,Paperback,256,1997,1984,,2013/05/21,mystery,mystery (#93),read,,,,1,,,0,,,,,
401105,"Dead Man's Ransom (Chronicles of Brother Cadfael, #9)",Ellis Peters,"Peters, Ellis",,"=""0446405167""","=""9780446405164""",0,4.05,Mysterious Press,Paperback,275,1997,1984,,2013/05/21,mystery,mystery (#92),read,,,,1,,,0,,,,,
847871,"The Devil's Novice (Chronicles of Brother Cadfael, #8)",Ellis Peters,"Peters, Ellis",,"=""0446405159""","=""9780446405157""",0,4.10,Mysterious Press,Paperback,288,1997,1983,,2013/05/21,mystery,mystery (#91),read,,,,1,,,0,,,,,
5972,The Sanctuary Sparrow (Chronicles of Brother Cadfael #7),Ellis Peters,"Peters, Ellis",,"=""0751502170""","=""9780751502176""",0,4.07,Warner Books,Paperback,271,,1983,,2013/05/21,mystery,mystery (#90),read,,,,1,,,0,,,,,
847860,"The Virgin in the Ice (Chronicles of Brother Cadfael, #6)",Ellis Peters,"Peters, Ellis",,"=""0446404284""","=""9780446404280""",0,4.13,Mysterious Press,Paperback,202,1995,1982,,2013/05/21,mystery,mystery (#89),read,,,,1,,,0,,,,,
447895,"The Leper of Saint Giles (Chronicles of Brother Cadfael, #5)",Ellis Peters,"Peters, Ellis",,"=""0446404373""","=""9780446404372""",0,4.14,Mysterious Press,Paperback,208,1995,1981,,2013/05/21,mystery,mystery (#88),read,,,,1,,,0,,,,,
751755,"St. Peter's Fair (Chronicles of Brother Cadfael, #4)",Ellis Peters,"Peters, Ellis",,"=""0446403016""","=""9780446403016""",0,4.10,Mysterious Press,Paperback,217,1992,1981,,2013/05/21,mystery,mystery (#87),read,,,,1,,,0,,,,,
567550,"Monk's Hood (Chronicles of Brother Cadfael, #3)",Ellis Peters,"Peters, Ellis",,"=""0446403008""","=""9780446403009""",0,4.05,Mysterious Press,Paperback,210,1992,1980,,2013/05/21,mystery,mystery (#86),read,,,,1,,,0,,,,,
776384,"One Corpse Too Many (Chronicles of Brother Cadfael, #2)",Ellis Peters,"Peters, Ellis",,"=""0446400513""","=""9780446400510""",0,4.06,Grand Central Publishing,Paperback,214,1994,1979,,2013/05/21,mystery,mystery (#85),read,,,,1,,,0,,,,,
321545,"A Morbid Taste for Bones (Chronicles of Brother Cadfael, #1)",Ellis Peters,"Peters, Ellis",,"=""0446400157""","=""9780446400152""",0,3.97,Grand Central Publishing,Mass Market Paperback,197,1994,1977,,2013/05/21,mystery,mystery (#84),read,,,,1,,,0,,,,,
351563,"Hangman's Holiday: A Collection of Short Mysteries (Lord Peter Wimsey, #9)",Dorothy L. Sayers,"Sayers, Dorothy L.",,"=""0060923962""","=""9780060923969""",0,4.14,Harper Collins,Paperback,191,1993,1933,,2013/05/21,mystery,mystery (#83),read,,,,1,,,0,,,,,
393105,"In the Teeth of the Evidence (Lord Peter Wimsey, #14)",Dorothy L. Sayers,"Sayers, Dorothy L.",,"=""0450002489""","=""9780450002489""",0,4.03,New English Library,Paperback,294,1969,1933,,2013/05/21,mystery,mystery (#82),read,,,,1,,,0,,,,,
192887,"The Unpleasantness at the Bellona Club (Lord Peter Wimsey, #5)",Dorothy L. Sayers,"Sayers, Dorothy L.",,"=""0061043540""","=""9780061043543""",0,4.06,HarperTorch,Paperback,256,1995,1928,,2013/05/21,mystery,mystery (#81),read,,,,1,,,0,,,,,
320460,"Lord Peter Views the Body (Lord Peter Wimsey, #4)",Dorothy L. Sayers,"Sayers, Dorothy L.",,"=""0060923954""","=""9780060923952""",0,4.15,HarperCollins Publishers,Paperback,336,1993,1928,,2013/05/21,mystery,mystery (#80),read,,,,1,,,0,,,,,
126675,"The Nine Tailors (Lord Peter Wimsey, #11)",Dorothy L. Sayers,"Sayers, Dorothy L.",,"=""0151658978""","=""9780151658978""",0,4.05,Houghton Mifflin Harcourt P,Hardcover,397,1989,1934,,2013/05/21,mystery,mystery (#79),read,,,,1,,,0,,,,,
246231,"Have His Carcase  (Lord Peter Wimsey, #8)",Dorothy L. Sayers,"Sayers, Dorothy L.",,"=""0061043524""","=""9780061043529""",0,4.13,HarperPaperbacks,Paperback,440,1995,1932,,2013/05/21,mystery,mystery (#78),read,,,,1,,,0,,,,,
132676,"Five Red Herrings (Lord Peter Wimsey, #7)",Dorothy L. Sayers,"Sayers, Dorothy L.",,"=""006104363X""","=""9780061043635""",0,3.82,HarperTorch,Paperback,354,1995,1931,,2013/05/21,mystery,mystery (#77),read,,,,1,,,0,,,,,
192888,"Clouds of Witness (Lord Peter Wimsey, #2)",Dorothy L. Sayers,"Sayers, Dorothy L.",,"=""0061043532""","=""9780061043536""",0,4.01,Harper Paperbacks,Paperback,288,1995,1926,,2013/05/21,mystery,mystery (#76),read,,,,1,,,0,,,,,
116971,"Busman's Honeymoon (Lord Peter Wimsey, #13)",Dorothy L. Sayers,"Sayers, Dorothy L.",,"=""0061043516""","=""9780061043512""",0,4.28,HarperTorch,Paperback,409,2006,1937,,2013/05/21,mystery,mystery (#75),read,,,,1,,,0,,,,,
93575,"Gaudy Night (Lord Peter Wimsey, #12)",Dorothy L. Sayers,"Sayers, Dorothy L.",,"=""0061043494""","=""9780061043499""",0,4.23,HarperTorch,Paperback,501,1995,1935,,2013/05/21,mystery,mystery (#74),read,,,,1,,,0,,,,,
246225,"Strong Poison (Lord Peter Wimsey, #6)",Dorothy L. Sayers,"Sayers, Dorothy L.",,"=""0060809086""","=""9780060809089""",0,4.14,HarperCollins Publishers,Paperback,240,1987,1930,,2013/05/21,mystery,mystery (#73),read,,,,1,,,0,,,,,
351559,"Murder Must Advertise  (Lord Peter Wimsey, #10)",Dorothy L. Sayers,"Sayers, Dorothy L.",,"=""0061043559""","=""9780061043550""",0,4.21,HarperTorch,Paperback,356,1995,1933,,2013/05/21,mystery,mystery (#72),read,,,,1,,,0,,,,,
192892,"Unnatural Death (Lord Peter Wimsey, #3)",Dorothy L. Sayers,"Sayers, Dorothy L.",,"=""0061043583""","=""9780061043581""",0,4.09,HarperTorch,Paperback,264,1995,1927,,2013/05/21,mystery,mystery (#71),read,,,,1,,,0,,,,,
383223,"Mystery Mile (Albert Campion Mystery, #2)",Margery Allingham,"Allingham, Margery",,"=""0099474697""","=""9780099474692""",0,3.91,Random House,Hardcover,222,2004,1930,,2013/05/21,mystery,mystery (#69),read,,,,1,,,0,,,,,
76633,"The Crime at Black Dudley (Albert Campion Mystery, #1)",Margery Allingham,"Allingham, Margery",,"=""0140007709""","=""9780140007701""",0,3.63,Penguin Books,Paperback,208,1973,1929,,2013/05/21,mystery,mystery (#68),read,,,,1,,,0,,,,,
572068,"An Experiment In Treason (Sir John Fielding, #9)",Bruce Alexander,"Alexander, Bruce",,"=""0425192814""","=""9780425192818""",0,4.09,Berkley,Paperback,336,2003,2002,,2013/05/21,mystery,mystery (#67),read,,,,1,,,0,,,,,
713013,"Smuggler's Moon (Sir John Fielding, #8)",Bruce Alexander,"Alexander, Bruce",,"=""0425186903""","=""9780425186909""",0,4.09,Berkley Books,Mass Market Paperback,294,2002,1998,,2013/05/21,mystery,mystery (#66),read,,,,1,,,0,,,,,
713014,"The Color of Death (Sir John Fielding, #7)",Bruce Alexander,"Alexander, Bruce",,"=""0425182037""","=""9780425182031""",0,4.08,Berkley Prime Crime,Paperback,313,2001,2000,,2013/05/21,mystery,mystery (#65),read,,,,1,,,0,,,,,
862442,"Death of a Colonial (Sir John Fielding, #6)",Bruce Alexander,"Alexander, Bruce",,"=""0425177025""","=""9780425177020""",0,4.02,Berkley,Paperback,294,2000,1999,,2013/05/21,mystery,mystery (#64),read,,,,1,,,0,,,,,
713015,"Jack, Knave and Fool (Sir John Fielding, #5)",Bruce Alexander,"Alexander, Bruce",,"=""0425171205""","=""9780425171202""",0,4.08,Berkley,Paperback,416,1999,1998,,2013/05/21,mystery,mystery (#63),read,,,,1,,,0,,,,,
713256,"Person or Persons Unknown (Sir John Fielding, #4)",Bruce Alexander,"Alexander, Bruce",,"=""0425165663""","=""9780425165669""",0,4.07,Berkley Prime Crime Books,Paperback,325,1998,1997,,2013/05/21,mystery,mystery (#62),read,,,,1,,,0,,,,,
713032,"Watery Grave (Sir John Fielding, #3)",Bruce Alexander,"Alexander, Bruce",,"=""0751520209""","=""9780751520200""",0,4.05,Time Warner Paperbacks,Mass Market Paperback,378,1998,1996,,2013/05/21,mystery,mystery (#61),read,,,,1,,,0,,,,,
466889,"Murder in Grub Street (Sir John Fielding, #2)",Bruce Alexander,"Alexander, Bruce",,"=""0425155501""","=""9780425155509""",0,4.02,Berkley,Paperback,320,1996,1995,,2013/05/21,mystery,mystery (#60),read,,,,1,,,0,,,,,
148603,"Blind Justice (Sir John Fielding, #1)",Bruce Alexander,"Alexander, Bruce",,"=""0425150070""","=""9780425150078""",0,4.03,Berkley,Paperback,336,1995,1994,,2013/05/21,mystery,mystery (#59),read,,,,1,,,0,,,,,
329957,The Mystery of Edwin Drood,Charles Dickens,"Dickens, Charles",David Paroissien,"=""0140439269""","=""9780140439267""",0,3.67,Penguin,Paperback,432,2002,1870,,2013/05/21,classics,classics (#29),read,,,,1,,,0,,,,,
229432,The Pickwick Papers,Charles Dickens,"Dickens, Charles",,"=""0140436111""","=""9780140436112""",0,3.84,Penguin Classics,Paperback,801,2000,1837,,2013/05/21,classics,classics (#28),read,,,,1,,,0,,,,,
54539,Silas Marner,George Eliot,"Eliot, George",,"=""""","=""""",0,3.65,Simon  Schuster,Paperback,262,2005,1861,,2013/05/21,classics,classics (#27),read,,,,1,,,0,,,,,
